,Unnamed: 0,Id,Date Created,Number of Likes,Source of Tweet,Tweet,Followers,Following,Retweet Count,bot_or_nah
5687,42,SandroTorotadze,2023-02-11 02:35:32+00:00,0,Twitter for iPhone,"RT @intermarium24: 🇯🇵 Team of Japanese volunteers in Ukraine.

#Ukraine️ #UkraineWar #Ukrainian #UkraineWillWin #UkraineRussiaWar #RussiaIs…",5,194,304,1
5692,47,misky_ne,2023-02-11 02:33:39+00:00,0,Twitter Web App,"RT @Frostilicus_: Me ha sorprendido este video 🇺🇦, pues no recuerdo ninguno de este estilo en 1 año de guerra
Le da un enfoque totalmente d…",41,77,4,1
5711,66,stephanwinter6,2023-02-11 02:24:58+00:00,0,Twitter Web App,RT @99Bluemarlin: Solche Feiglinge wünscht sich keiner. 🇺🇦 BMP entzieht  Kämpfer die Deckung und besiegelt so das Schicksal seiner Kamerade…,12,37,8,1
5731,86,Exempl_o,2023-02-11 02:17:29+00:00,0,Exempl_o,"The Ultimate 2023 List of The Best Call Recording Tools for Small Businesses

#therookie #ukrainewar #mindspace… https://t.co/eUMBztRMT5",5,2,0,1
5732,87,GBOM_GCHE_lv,2023-02-11 02:17:14+00:00,0,Twitter Web App,"RT @RebelSocietyNFT: Hi! Meet these rebel fighters, who are here to show Web3 where we stand when we rock them as our PFPs. Let's create a…",12,9,328,1
5757,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
5763,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
5765,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
5766,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
5767,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
5771,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
5779,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
5780,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
5782,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
5784,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
5786,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
5787,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
5789,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
5790,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
5794,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
5795,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
5796,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
5800,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
5801,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
5802,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
5803,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
5811,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
5813,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
5814,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
5816,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
5818,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
5821,76,EarthArmy143,2023-02-11 02:35:29+00:00,0,Twitter Web App,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",29,256,22,1
5823,78,tugasmatkul23,2023-02-11 02:35:20+00:00,0,Twitter Web App,RT @tugasmatkul23: Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Dingin J…,3,23,1,1
5825,80,tugasmatkul23,2023-02-11 02:35:11+00:00,1,Twitter Web App,Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Din… https://t.co/1EXLb1BvlY,3,23,1,1
5831,86,Riaca8,2023-02-11 02:33:33+00:00,0,Twitter for iPhone,Dónde va? #UkraineRussianWar https://t.co/hkIVQwsA9Q,18,124,0,1
5832,87,TegarAryanto9,2023-02-11 02:33:23+00:00,0,Twitter Web App,"prayforpapua

turut berduka cita Dilla Love Shot Hujan Zootopia 2 Giroud  Pagii  Persisam bupati kendal Mowning EXO… https://t.co/FtXPJCD71o",0,10,0,1
5833,88,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
5836,91,ErgaOmn72429636,2023-02-11 02:33:07+00:00,0,Twitter for Android,"RT @Skon_man: Look, this is how the #wagnergroup deals with the war.  The Hague in court should be self-evident.  this is a sport for them.…",12,33,0,1
5840,95,amraiza_anil,2023-02-11 02:32:41+00:00,0,Twitter Web App,"Amen!

 #JesusChristisLord #BibleStudy #Rangers #imfpakistan #Elections2023 #GoogleAI #UkraineRussianWar #Alaska… https://t.co/LX6VGBTS8R",4,66,0,1
5841,96,alizavedd,2023-02-11 02:32:32+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",20,153,27,1
5843,98,alizavedd,2023-02-11 02:32:12+00:00,0,Twitter for Android,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",20,153,27,1
5857,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
5863,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
5865,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
5866,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
5867,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
5871,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
5879,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
5880,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
5882,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
5884,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
5886,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
5887,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
5889,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
5890,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
5894,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
5895,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
5896,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
5900,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
5901,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
5902,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
5903,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
5911,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
5913,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
5914,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
5916,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
5918,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
5921,76,EarthArmy143,2023-02-11 02:35:29+00:00,0,Twitter Web App,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",29,256,22,1
5923,78,tugasmatkul23,2023-02-11 02:35:20+00:00,0,Twitter Web App,RT @tugasmatkul23: Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Dingin J…,3,23,1,1
5925,80,tugasmatkul23,2023-02-11 02:35:11+00:00,1,Twitter Web App,Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Din… https://t.co/1EXLb1BvlY,3,23,1,1
5931,86,Riaca8,2023-02-11 02:33:33+00:00,0,Twitter for iPhone,Dónde va? #UkraineRussianWar https://t.co/hkIVQwsA9Q,18,124,0,1
5932,87,TegarAryanto9,2023-02-11 02:33:23+00:00,0,Twitter Web App,"prayforpapua

turut berduka cita Dilla Love Shot Hujan Zootopia 2 Giroud  Pagii  Persisam bupati kendal Mowning EXO… https://t.co/FtXPJCD71o",0,10,0,1
5933,88,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
5936,91,ErgaOmn72429636,2023-02-11 02:33:07+00:00,0,Twitter for Android,"RT @Skon_man: Look, this is how the #wagnergroup deals with the war.  The Hague in court should be self-evident.  this is a sport for them.…",12,33,0,1
5940,95,amraiza_anil,2023-02-11 02:32:41+00:00,0,Twitter Web App,"Amen!

 #JesusChristisLord #BibleStudy #Rangers #imfpakistan #Elections2023 #GoogleAI #UkraineRussianWar #Alaska… https://t.co/LX6VGBTS8R",4,66,0,1
5941,96,alizavedd,2023-02-11 02:32:32+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",20,153,27,1
5943,98,alizavedd,2023-02-11 02:32:12+00:00,0,Twitter for Android,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",20,153,27,1
5957,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
5963,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
5965,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
5966,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
5967,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
5971,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
5979,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
5980,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
5982,37,SaadaanT,2023-02-11 02:45:27+00:00,0,Twitter for Android,"RT @usmankllc: Zelensky have destroyed Ukraine.
#ZelenskyWarCriminal #UkraineRussianWar",12,5,1,1
5984,39,NaukatN,2023-02-11 02:44:42+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,13,145,10,1
5986,41,XAEA129,2023-02-11 02:44:18+00:00,0,Twitter Web App,"@GeorgeSirdar Q. What do you call a Russian soldier that's had both legs blown off ?
A. Oleg !!!! 
#Russia #Putin… https://t.co/IDyxbpogr9",32,176,0,1
5987,42,SaadaanT,2023-02-11 02:44:08+00:00,0,Twitter for Android,RT @GNganjani: Why i stand with Russia and Putin and everything they doing #UkraineRussianWar  #Ukraine #Russia #Moscow #politics  #NATO ht…,12,5,10,1
5989,44,SaadaanT,2023-02-11 02:43:08+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",12,5,27,1
5990,45,Communi05841895,2023-02-11 02:43:00+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,11,8,1
5994,49,NaukatN,2023-02-11 02:42:21+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",13,145,27,1
5995,50,XAEA129,2023-02-11 02:42:11+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",32,176,46,1
5996,51,WSickner,2023-02-11 02:42:06+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",31,170,27,1
6000,55,luneplume67,2023-02-11 02:41:40+00:00,0,Twitter for Android,"RT @TribunePop2022: La CIAC interdit à ses États parties de développer, produire, mettre au point, acquérir, stocker, détenir ou transférer…",42,68,27,1
6001,56,RahulSr48474708,2023-02-11 02:41:31+00:00,0,Twitter for Android,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",0,8,8,1
6002,57,Ravinde64130517,2023-02-11 02:40:57+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,4,25,83,1
6003,58,Saurav32693011,2023-02-11 02:40:34+00:00,0,Twitter for Android,"RT @GabeZZOZZ: French Report from a massive graveyard in Kharkiv, Ukraine.

“New graves as far as the eye can see”

500 soldiers were burie…",20,168,27,1
6011,66,shree89om,2023-02-11 02:38:11+00:00,0,Twitter for Android,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,19,38,83,1
6013,68,bg105ec131,2023-02-11 02:37:54+00:00,0,Twitter for iPhone,RT @atlantisliberty: Depremde yavrularını toprağın atından çıkarmaya çalışan anne #roenesansrezidans #UkraineRussianWar #Zelensky #AfaddaBi…,2,263,83,1
6014,69,hadiaBuinessGlb,2023-02-11 02:37:54+00:00,0,Twitter for Android,"The use of dirty bombs including Nuclear material inside, will be th biggest mistakes for Both and for the World. T… https://t.co/Re6LDxOM9c",2,16,0,1
6016,71,Saurav32693011,2023-02-11 02:36:06+00:00,0,Twitter for Android,"RT @UkrainianNews24: Pushing Forward🇺🇦
#UkraineRussianWar https://t.co/7qwCA94QMR",20,168,67,1
6018,73,Saurav32693011,2023-02-11 02:35:53+00:00,0,Twitter for Android,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",20,168,22,1
6021,76,EarthArmy143,2023-02-11 02:35:29+00:00,0,Twitter Web App,"RT @The5HbK: #Breaking Readiness

#Ukraine️ #UkraineRussianWar #Internationalleaks #Russia https://t.co/KfuOIrnqeq",29,256,22,1
6023,78,tugasmatkul23,2023-02-11 02:35:20+00:00,0,Twitter Web App,RT @tugasmatkul23: Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Dingin J…,3,23,1,1
6025,80,tugasmatkul23,2023-02-11 02:35:11+00:00,1,Twitter Web App,Love Shot turut berduka cita Dilla Hujan Pagii Anies Mowning  Childfree Bandung bupati kendal Morninggg MacBook Din… https://t.co/1EXLb1BvlY,3,23,1,1
6031,86,Riaca8,2023-02-11 02:33:33+00:00,0,Twitter for iPhone,Dónde va? #UkraineRussianWar https://t.co/hkIVQwsA9Q,18,124,0,1
6032,87,TegarAryanto9,2023-02-11 02:33:23+00:00,0,Twitter Web App,"prayforpapua

turut berduka cita Dilla Love Shot Hujan Zootopia 2 Giroud  Pagii  Persisam bupati kendal Mowning EXO… https://t.co/FtXPJCD71o",0,10,0,1
6033,88,EklundElek,2023-02-11 02:33:19+00:00,1,Twitter for iPhone,This hashtag should either be #UkranianRussianWar or #UkraineRussiaWar NOT  #UkraineRussianWar,17,86,0,1
6036,91,ErgaOmn72429636,2023-02-11 02:33:07+00:00,0,Twitter for Android,"RT @Skon_man: Look, this is how the #wagnergroup deals with the war.  The Hague in court should be self-evident.  this is a sport for them.…",12,33,0,1
6040,95,amraiza_anil,2023-02-11 02:32:41+00:00,0,Twitter Web App,"Amen!

 #JesusChristisLord #BibleStudy #Rangers #imfpakistan #Elections2023 #GoogleAI #UkraineRussianWar #Alaska… https://t.co/LX6VGBTS8R",4,66,0,1
6041,96,alizavedd,2023-02-11 02:32:32+00:00,0,Twitter for Android,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",20,153,27,1
6043,98,alizavedd,2023-02-11 02:32:12+00:00,0,Twitter for Android,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",20,153,27,1
6057,12,GhoulPanza,2023-02-11 02:51:33+00:00,0,Twitter Web App,"RT @GeorgeSirdar: Putin says 95% of Global Terrorism is done by the CIA 

#Russia #Iran #India #Putin #USA #Biden #Germany #NATO #Ukraine #…",3,30,27,1
6063,18,GhoulPanza,2023-02-11 02:50:20+00:00,0,Twitter Web App,"RT @GabeZZOZZ: The difference between a President and a US puppet.

🇸🇾Bashar Assad: Shaved, fresh, neat, confident. At war for 12 years.…",3,30,46,1
6065,20,GhoulPanza,2023-02-11 02:49:56+00:00,0,Twitter Web App,"RT @crouchendcom: Here is the real  Mr Z
Cocaine Addict and War Criminal

#UkraineRussianWar 
#Russia
#ZelenskyWarCriminal https://t.co/9mW…",3,30,27,1
6066,21,merouseer,2023-02-11 02:49:34+00:00,0,CheckTelegs,"Valentine’s Day Email Marketing: 7 Strategies For 2023

#bitcoin #mateycoin #ukrainerussianwar #utvracing
https://t.co/IIg6U9RrAk",8,22,0,1
6067,22,Ezraleo2,2023-02-11 02:49:06+00:00,0,Twitter for Android,"RT @Bodbe6: +18. Another failed #Russian attack near Avdiivka.

#Ukraine️ 
#UkraineRussianWar https://t.co/mogRO2eTtM",1,54,25,1
6071,26,britneywright30,2023-02-11 02:48:45+00:00,0,Twitter for iPhone,Wanna see as my dog goes deep in me Dm me on #ClarksonsFarm #zoophiliatwt #zoophile #dogs #dogsarefamily… https://t.co/AmQZlyTbu8,0,23,0,1
6079,34,XAEA129,2023-02-11 02:46:12+00:00,0,Twitter Web App,"RT @itzmeakashmazz: EU needs to look inwards first. European nations r buying much more from Russia than India,while #UkraineRussianWar con…",32,176,8,1
6080,35,XAEA129,2023-02-11 02:45:43+00:00,0,Twitter Web App,RT @MemeJedi71: Sniff sniff all just a distraction but I'll play #ZelenskyWarCriminal #Zelensky #Ukraine #UkraineRussianWar #coke #SniffSni…,32,176,1,1
